claimDate,text,label,label_id
2015-01-24,"Louisiana’s film incentives program is so big ""they actually shot an upcoming film initially titled ‘Don’t Mess With Texas’ in New Orleans!""",1,half true
2010-04-12,The permission to engage was given before the word RPG was ever used.,1,half true
2013-08-26,"South Carolina has ""the fastest-growing economy in the Southeast.""",3,mostly true
2014-07-09,"Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone.",1,half true
2011-12-10,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",2,mostly false
2014-03-19,"For educational testing, Florida ""has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.""",1,half true
2013-09-11,We’re 48th in K-12 funding and 50th in higher education.,1,half true
2012-12-11,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,0,false
2015-02-11,Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.,1,half true
2013-04-30,"New Jersey's governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",3,mostly true
2016-06-23,"My administration is ""well represented both racially, ethnically and gender-wise.""",2,mostly false
2007-06-19,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,3,mostly true
2014-11-21,Georgia has the country’s second highest number of fraudulent tax refund claims.,1,half true
2015-03-29,Suntrust Bank cancels account because company sells guns.,2,mostly false
2012-08-15,"The Obama administration ""leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.""",0,false
2013-06-28,Paula Deen supported and campaigned for Barack Obama.,0,false
2010-03-28,"Actually, Reagan was a Democrat before he was a Republican.",5,true
2012-07-02,"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",3,mostly true
2007-10-31,"I had prostate cancer, five, six years ago. My chance of surviving prostate cancer, and thank God I was cured of it, in the United States, 82%. My chances of surviving prostate cancer in England, only 44% under socialized medicine.",0,false
2013-03-02,"DEP has 2,812 employees, the lowest level since the mid-’80s.",1,half true
2012-10-21,"Says Multnomah County libraries ""are open 44 hours per week … the lowest of any library in the four-county region.""",5,true
2008-02-26,"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",1,half true
2014-08-06,"Obamacare ""prevents (Florida) from regulating insurance.""",0,false
2008-09-06,I fought to bring about the largest private-sector infrastructure project in North American history.,1,half true
2011-06-23,Says the average government worker won't be impacted in the first two years under the reform of state health benefits.,2,mostly false
2013-04-05,"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",1,half true
2015-09-16,"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",1,half true
2013-11-04,"In ""reality,"" there have ""been no problems whatsoever"" with the Texas voter ID law.",2,mostly false
2008-01-30,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",5,true
2008-04-21,"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",0,false
2010-07-14,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",5,true
2012-05-11,Georgia crackdown on illegal immigration costs state farmers $400 million last year.,2,mostly false
2013-12-03,The commission form of government is definitely losing favor in the United States.,5,true
2010-12-12,"Right-to-work states ""have higher rates of income growth.""",1,half true
2016-04-22,"Says Will Hurd ""cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.""",1,half true
2011-10-24,"Proposition 2 on November’s Texas ballot ""does not cost state taxpayers any money.""",1,half true
2016-07-26,The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of state's office than when she took it.,1,half true
2007-09-19,It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,1,half true
2007-12-07,"On the president unilaterally authorizing a military attack ""that does not involve stopping an actual or imminent threat to the nation.""",4,other
2012-02-19,"Claims Supreme Court Justice Ruth Bader Ginsburg said ""she prefers the South African Constitution over the United States Constitution.""",0,false
2013-09-17,"Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a woman’s health.",2,mostly false
2010-09-28,"Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is a good idea.""",0,false
2010-03-04,On reconciliation,4,other
2011-06-13,"Vern Buchanan ""has been completely exonerated"" in a Federal Election Commission action.",2,mostly false
2011-05-16,"Next year, ""you will be mandated by federal law to get rid of your existing light bulbs.""",0,false
2011-11-13,"If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.",0,false
2014-10-07,David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,3,mostly true
2012-02-04,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",5,true
2015-11-20,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,5,true
2015-03-09,"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.""",3,mostly true
2013-07-25,Our recent state budgets have far exceeded population and inflation growth.,2,mostly false
2016-08-05,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",0,false
2010-12-01,"Pls refer to Jan.1 tax changes appropriately: they're OBAMA TAX HIKES & they'll slam every American's savings, investments & job opportunity",0,false
2010-11-16,Eliminating earmarks does not reduce spending.,3,mostly true
2016-01-20,"In Africa, a child dies every minute because of (malaria).",3,mostly true
2016-07-19,Half of all NC legislative candidates are unopposed because of gerrymandering.,3,mostly true
2008-08-19,I argued for years that we need to move from a 'Musharraf policy' to a 'Pakistan policy.' ,2,mostly false
2010-04-25,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",3,mostly true
2011-08-01,"Says Adam Hasner’s record includes ""requesting over $92.2 million in earmarks.""",3,mostly true
2014-02-12,Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.,2,mostly false
2015-06-04,"Millennials ""will be 75 percent of the workforce in the next 10 years.""",2,mostly false
2010-06-12,"Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.",3,mostly true
2011-01-03,"Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.""",0,false
2014-04-16,"Greenlight Pinellas ""won’t take existing lanes from other vehicles.""",2,mostly false
2016-02-23,"We work longer hours than any people in the industrialized world, including the Japanese.",2,mostly false
2012-10-08,"Says Romney wants to ""take away early childhood education, slash K-12 funding, and cut college aid … to pay for a $250,000 tax break for multi-millionaires.""",2,mostly false
2011-11-07,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",0,false
2009-08-14,Preventive care does not save the government money.,5,true
2014-06-02,Charlie Crist allowed college tuition to increase up to 15 percent every year.,3,mostly true
2016-01-12,"We've ""lifted high school graduation rates to new highs.""",1,half true
2013-07-24,"Says ""our deficits are falling at the fastest rate in 60 years.""",5,true
2010-03-28,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,5,true
2012-05-17,"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",5,true
2012-09-09,"Says he and Mitt Romney ""always said that we agree with the 2014 deadline"" for leaving Afghanistan.",3,mostly true
2015-09-16,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,5,true
2010-09-09,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card ""with $400 a month on it"" and ""$250 a month or $275 a month to spend on food.""",2,mostly false
2012-12-21,"Obamacare includes ""a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.""",2,mostly false
2013-10-03,Wendy Davis opposes any limits on abortion.,0,false
2016-07-20,There are more Hoosiers going to work than ever before.,1,half true
2016-01-27,"In Virginia, ""people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.""",3,mostly true
2010-09-20,"Rick Boucher ""helped write"" the cap-and-trade bill",1,half true
2012-01-23,The median income in this country has declined 10 percent in the last four years.,1,half true
2011-09-19,"Says Tommy Thompson ""pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.""",1,half true
2011-05-01,"Currently, there is no one from South Austin on the (Austin City) Council!",5,true
2014-04-14,Obama has proposed 442 tax hikes since taking office.,2,mostly false
2011-07-14,"We’re only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.",3,mostly true
2010-11-16,"Small businesses that have ""$250,000 in gross sales for the business. They're the ones that are looking at massive tax increases.""",0,false
2013-02-07,"In Virginia ""there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.""",0,false
2011-09-05,"The Massachusetts health care plan ""dealt with 8 percent of our population,"" far less than the ""100 percent of American people"" affected by President Barack Obama’s health care law.",0,false
2011-04-27,CNN did a poll recently where Obama and I are statistically tied.,0,false
2010-04-12,Cell phone numbers go public this month.,0,false
2010-07-12,"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.",1,half true
2014-10-24,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagan's presidency.,2,mostly false
2012-06-04,"Under Florida’s voting law, a requirement to turn in voter registrations within 48 hours ""makes it impossible to meet the deadline if you’re working right to the end of the week.""",0,false
2011-09-09,"Says ""New Jersey’s $1 billion horse racing industry … employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.""",1,half true
2011-02-01,Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,5,true
2010-10-11,"Delaware Democratic Senate candidate Chris Coons ""thought that a 911 call should be taxed.""",2,mostly false
2012-08-02,"John Mica ""voted to borrow $10 trillion.""",1,half true
2015-02-25,"Texas this fiscal year will ""have more money in reserve than the other 49 states combined.""",0,false
2012-05-24,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,5,true
2013-11-20,No one in the country has ever built a brand new sports facility and created this kind of development at the same time.,3,mostly true
2012-08-13,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,3,mostly true
2015-08-18,"We have an Army that just cut 40,000 spots.",3,mostly true
2010-03-13,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",5,true
2014-05-27,"Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to ""twist [legislator’s] arms to vote for deals like this.""",2,mostly false
2015-01-12,"Administrative employees at colleges and universities have ""more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.""",3,mostly true
2008-01-10,"I supported (the surge), I argued for it. I'm the only one on this stage that did.",0,false
2016-06-08,Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,5,true
2012-11-29,"Says ""Detroit dumping a bunch of sewage"" in Lake Erie ""causes big problems"" for Ohio.",1,half true
2013-10-18,"Wendy Davis is ""threatening to raise taxes up to $35 billion.""",2,mostly false
2011-04-01,"Says the federal government borrows ""almost $60 billion per week.""",0,false
2015-09-28,"Unlike virtually every other campaign, we don't have a super PAC.",3,mostly true
2012-02-10,Says he banned texting while driving in Austin.,1,half true
2015-09-14,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.""",2,mostly false
2014-07-20,"U.S. Senate candidate Michelle Nunn ""earned as much as $300,000 running a nonprofit that had laid off 90 workers.""",3,mostly true
2014-01-10,"Obama unilaterally announced he was delaying employer mandate ""through a blog post by a mid-level bureaucrat at the Department of Treasury.""",3,mostly true
2011-06-29,"Florida’s proposed Health Care Freedom Act ""will allow Floridians to opt out of Obama’s govt. takeover of healthcare!""",0,false
2010-10-15,On possibly raising the Social Security retirement age.,4,other
2016-03-21,"During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.",1,half true
2011-12-06,"Says it cost Massachusetts taxpayers $100,000 when Mitt Romney and his staff purchased computer hard drives.",0,false
2010-04-10,"Taxpayer-funded benefits to illegals in California are ""a skyrocketing cost under Obamacare.""",0,false
2011-01-31,Property tax exemptions can be granted to small businesses that move into Milwaukee County.,0,false
2015-09-25,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran … They Back Insane NUKE Deal.""",0,false
2012-12-18,Social Security has nothing to do with the federal deficit.,2,mostly false
2013-06-11,I’m the only candidate for governor who’s rolled out any policies so far.,0,false
2014-06-09,"Says Mark Warner has supported Harry Reid ""down the line.""",1,half true
